name,state,dept_type,url
ludington police department,michigan,city/village agencies,https://www.ludington.mi.us/230/Police-Department
luna pier police department,michigan,city/village agencies,http://www.cityoflunapier.com/CityGovernment/PoliceDepartment.aspx
mackinac county sheriff's office,michigan,county agencies,https://www.mackinaccounty.net/departments/sheriffs-office/
mackinac island police department,michigan,city/village agencies,http://www.cityofmi.org/police-department-12/
mackinaw city police department,michigan,city/village agencies,https://www.mackinawcity.org/services/police
macomb county sheriff's office,michigan,county agencies,https://sheriff.macombgov.org/
madison heights police department,michigan,city/village agencies,https://www.madison-heights.org/230/Police
mancelona police department,michigan,city/village agencies,http://www.villageofmancelona.org/police
manistee county sheriff's office,michigan,county agencies,http://www.manisteecounty.com/index.php?option=com_content&view=article&id=54&Itemid=269
manistee police department,michigan,city/village agencies,https://www.manisteemi.gov/150/Police
manton police department,michigan,city/village agencies,https://www.cadillacnews.com/news/manton-police-chief-mike-long-announces-retirement/article_f4e24ca3-8cd6-58c1-b3ab-ca03bb3bdfa1.html
maple rapids police department,michigan,city/village agencies,"https://www.indeed.com/l-Maple-Rapids,-MI-jobs.html"
marcellus police department,michigan,city/village agencies,https://www.villageofmarcellus.com/police-department.html
marine city police department,michigan,city/village agencies,https://www.cityofmarinecity.org/police-department
marion police department,michigan,city/village agencies,https://cityofmarion.in.gov/government/departments/police
marlette police department,michigan,city/village agencies,https://www.cityofmarlette.com/2173/Police
marquette county sheriff's office,michigan,county agencies,http://www.co.marquette.mi.us/departments/sheriff_s_office/
marquette police department,michigan,city/village agencies,https://www.marquettemi.gov/departments/police/
marshall police department,michigan,city/village agencies,http://www.cityofmarshall.com/departments/111
marysville police department,michigan,city/village agencies,http://www.cityofmarysvillemi.com/public-safety/police
mason county sheriff's office,michigan,county agencies,http://www.masoncounty.net/departments/sheriff/
mason police department,michigan,city/village agencies,https://www.mason.mi.us/city_departments/police_.php
mattawan police department,michigan,city/village agencies,http://www.mattawanmi.com/departments/police
mayville police department,michigan,city/village agencies,https://villageofmayville.org/police-department/
mecosta county sheriff's office,michigan,county agencies,http://www.mecostacounty.org/mecostacountysheriff.html
melvindale police department,michigan,city/village agencies,http://www.melvindale.org/city-services/police-department
memphis police department,michigan,city/village agencies,https://sites.google.com/site/cityofmemphismich/departments/memphis-police-department
mendon police department,michigan,city/village agencies,http://mendonmi.us/police-fire/
menominee county sheriff's office,michigan,county agencies,https://www.menomineecounty.com/departments/?department=85bf1f570592
meridian township police department,michigan,township agencies,http://www.meridian.mi.us/government/departments/police
michiana police department,michigan,city/village agencies,http://michianavillage.org/departments/police.html
michigan conservation officers,michigan,state agencies,"https://www.michigan.gov/dnr/0,4570,7-350-79136_79772_81097---,00.html"
michigan department of corrections,michigan,state agencies,"https://www.michigan.gov/corrections/0,4551,7-119-1409---,00.html"
michigan department of natural resources,michigan,state agencies,https://www.michigan.gov/dnr/
michigan state police,michigan,state agencies,https://www.michigan.gov/msp/
michigan state university police department,michigan,college and university agencies,http://police.msu.edu/
michigan tech department of public safety,michigan,college and university agencies,https://www.mtu.edu/publicsafety/
middleville police department,michigan,city/village agencies,https://www.barrycounty.org/sheriff_s/middleville_unit.php
midland county sheriff's office,michigan,county agencies,https://www.co.midland.mi.us/sheriff
midland police department,michigan,city/village agencies,https://cityofmidlandmi.gov/166/Police
milan police department,michigan,city/village agencies,https://milanmich.org/departments/police_department/index.php
milford police department,michigan,city/village agencies,https://www.villageofmilford.org/government/departments/milford_police_department/index.php
millington police department,michigan,city/village agencies,http://www.millingtontownship.com/township-services/police-fire
missaukee county sheriff's office,michigan,county agencies,http://www.missaukee.org/departments/sheriff/index.html
monroe county sheriff's office,michigan,county agencies,https://www.co.monroe.mi.us/officials_and_departments/officials/sheriff/
monroe police department,michigan,city/village agencies,https://www.monroemi.gov/c_i_t_y_h_a_l_l/departments/police
montague police department,michigan,city/village agencies,https://cityofmontague.org/about/police-department/
montcalm county sheriff's office,michigan,county agencies,http://www.montcalm.org/government/sheriff/index.php
montmorency county sheriff's office,michigan,county agencies,http://www.montmorencycountymichigan.us/Sheriffsdepartment.html
morenci police department,michigan,city/village agencies,http://www.cityofmorenci.org/PublicSafety/PoliceDepartment.aspx
morrice police department,michigan,city/village agencies,https://morrice.mi.us/morrice-police-department/
mount morris police department,michigan,city/village agencies,http://www.cityofmtmorris.org/departments/police-department
mount pleasant police department,michigan,city/village agencies,http://www.mt-pleasant.org/departments/division_of_public_safety/police/
munising police department,michigan,city/village agencies,https://cityofmunising.org/police/
muskegon county sheriff's office,michigan,county agencies,https://www.co.muskegon.mi.us/173/Sheriff
muskegon heights police department,michigan,city/village agencies,https://muskegonheights.us/police/
muskegon police department,michigan,city/village agencies,https://www.muskegon-mi.gov/public-safety/muskegon-police/
napoleon police department,michigan,city/village agencies,http://www.napoleontownship.us/departments/police/index.php
nashville police department,michigan,city/village agencies,https://www.barrycounty.org/townships_villages_and_cities/VillageofNashville.php
negaunee city police department,michigan,city/village agencies,https://cityofnegaunee.com/government/city-directory/negaunee-police-department/
newaygo county sheriff's office,michigan,county agencies,https://www.countyofnewaygo.com/SheriffsDepartment.aspx
newaygo police department,michigan,city/village agencies,https://www.newaygocity.org/fire-police.php
new baltimore police department,michigan,city/village agencies,http://www.newbaltimorepolice.org/
newberry police department,michigan,city/village agencies,https://www.lucecountymi.com/sheriffs-department
new buffalo police department,michigan,city/village agencies,https://www.cityofnewbuffalo.org/policedept.asp
new haven police department,michigan,city/village agencies,https://www.villageofnewhaven.org/departments/police/index.php
new lothrop police department,michigan,city/village agencies,http://www.newlothrop.org/
niles police department,michigan,city/village agencies,http://www.nilesmi.org/departments_and_divisions/police_department/index.php
niles township police department,michigan,township agencies,http://www.nilesmi.org/departments_and_divisions/police_department/index.php
norfolk southern railway police,michigan,railroad police departments,http://www.nscorp.com/
northern michigan university public safety and police services,michigan,college and university agencies,https://www.nmu.edu/policedepartment/home-page
northfield township police department,michigan,township agencies,http://www.twp-northfield.org/services_and_departments/police_department/index.php
north muskegon police department,michigan,city/village agencies,http://www.northmuskegon.org/departments/police-dept/
northville township police department,michigan,township agencies,https://www.twp.northville.mi.us/your_government/departments/public_safety/police_department
norton shores police department,michigan,city/village agencies,https://nortonshores.org/?SEC=597237E6-C696-4992-BBFA-5D7E6100C3F3
norvell township police department,michigan,township agencies,https://www.norvelltownship.com/
norway police department,michigan,city/village agencies,https://www.norwaymi.gov/departments/police_department/index.php
