name,state,dept_type,url
moorhead police department,mississippi,city agencies,http://www.cityofmoorhead.com/departments/police
morton police department,mississippi,city agencies,http://www.cityofmorton.com/police-department
moss point police department,mississippi,city agencies,https://cityofmosspoint.org/180/Police
mound bayou police department,mississippi,city agencies,https://deltadailynews.com/mound-bayou-police-investigate-shooting/
mount olive police department,mississippi,city agencies,https://townofmtolivems.com/police-department
natchez police department,mississippi,city agencies,https://www.natchez.ms.us/144/Police
neshoba county sheriff's office,mississippi,county agencies,http://www.neshobacounty.net/sheriff
nettleton police department,mississippi,city agencies,http://www.nettletonms.us/police_department.html
new albany police department,mississippi,city agencies,http://visitnewalbany.com/government/police.php
newton county sheriff's office,mississippi,county agencies,http://www.newtoncountyms.net/elected-offices/sheriffs-department
newton police department,mississippi,city agencies,http://www.newtonms.org/departments
noxubee county sheriff's office,mississippi,county agencies,https://www.wtok.com/content/news/Noxubee-County-votes-in-a-new-sheriff-528404061.html
oakland police department,mississippi,city agencies,https://en.wikipedia.org/wiki/Oakland_Police_Department
ocean springs police department,mississippi,city agencies,https://www.co.jackson.ms.us/533/Crime-Reports
okolona police department,mississippi,city agencies,http://cityofokolona.com/police/index.html
oktibbeha county sheriff's office,mississippi,county agencies,http://sheriff.oktibbeha.ms.us/
olive branch police department,mississippi,city agencies,https://www.obms.us/city-departments/police-department/
oxford police department,mississippi,city agencies,http://www.oxfordms.net/departments/police-department
panola county sheriff's office,mississippi,county agencies,https://panolacoms.com/offices/sheriff/
pascagoula police department,mississippi,city agencies,https://cityofpascagoula.com/203/Police-Department
pass christian police department,mississippi,city agencies,https://pass-christian.com/police-department/
pearl police department,mississippi,city agencies,http://www.cityofpearl.com/police-department
pearl river county sheriff's office,mississippi,county agencies,http://www.pearlrivercounty.net/sheriff/
pelahatchie police department,mississippi,city agencies,http://pelahatchie.org/city-services/police-fire/
perry county sheriff's office,mississippi,county agencies,http://www.perrycountysheriff.com/PerryCoSheriff_InmateList.html
petal police department,mississippi,city agencies,https://www.cityofpetal.com/deptpolice
philadelphia police department,mississippi,city agencies,http://www.philadelphiathecity.com/police-department
picayune police department,mississippi,city agencies,http://www.picayune.ms.us/departments/police-department/
pickens police department,mississippi,city agencies,https://www.cityofpickens.com/?SEC=65FDA2FC-B1A0-4CB6-A35B-0815E3F95BBA
pike county sheriff's office,mississippi,county agencies,http://co.pike.ms.us/departments/sheriffs_office
pine belt police department,mississippi,city agencies,http://www.hattiesburgms.com/court/
pontotoc county sheriff's office,mississippi,county agencies,http://pontotoccoms.com/sheriff/
pontotoc police department,mississippi,city agencies,http://www.pontotocms.org/police/
poplarville police department,mississippi,city agencies,http://www.pearlrivercounty.net/sheriff/
port gibson police department,mississippi,city agencies,http://portgibsonms.org/departments/
prentiss county sheriff's office,mississippi,county agencies,http://prentisscountymssheriff.com/
prentiss police department,mississippi,city agencies,http://prentisscountymssheriff.com/
purvis police department,mississippi,city agencies,https://www.lamarcountyschools.org/lcsd-police-8532f314/meet-the-officers-of-lcsd-police-department-c8359fd9
quitman county sheriff's office,mississippi,county agencies,https://quitmancountyms.org/government/county-officials/
quitman police department,mississippi,city agencies,http://quitman.ms/departments/police-department/
raleigh police department,mississippi,city agencies,https://www.odmp.org/officer/23678-police-officer-emmett-paul-morris
rankin county sheriff's department,mississippi,county agencies,https://www.rankincounty.org/department/index.php?structureid=13
raymond police department,mississippi,city agencies,https://www.hindscc.edu/offices/campus-police
richland police department,mississippi,city agencies,https://www.richlandmspd.com/
richton police department,mississippi,city agencies,https://www.wdam.com/2019/03/29/richton-police-chief-passes-away/
ridgeland police department,mississippi,city agencies,https://www.ridgelandms.org/city-departments/police-department/
ripley police department,mississippi,city agencies,https://www.ripley.ms.gov/police-department
rolling fork police department,mississippi,city agencies,http://www.sharkeycounty.net/sheriffs-office
rosedale police department,mississippi,city agencies,https://www.vanityfair.com/style/2018/09/inside-one-police-chiefs-hunt-for-justice-unsolved-mississippi-murders
ruleville police department,mississippi,city agencies,https://www.odmp.org/officer/8270-chief-of-police-william-edward-lott-jr
saltillo police department,mississippi,city agencies,http://www.saltilloms.org/city-departments/
sardis police department,mississippi,city agencies,https://www.wmcactionnews5.com/2019/03/13/police-id-sardis-officer-involved-deadly-crash/
scooba police department,mississippi,city agencies,https://www.wtok.com/content/news/Kemper-County-Sheriffs-Department--568259641.html
scott county sheriff's office,mississippi,county agencies,https://www.scottcountyms.gov/sheriff
senatobia police department,mississippi,city agencies,http://www.cityofsenatobia.com/
shannon police department,mississippi,city agencies,http://townofshannon.org/index.php/departments/police-department
sharkey county sheriff's office,mississippi,county agencies,http://www.sharkeycounty.net/sheriffs-office
shaw police department,mississippi,city agencies,https://www.odmp.org/agency/5710-shaw-police-department-mississippi
shelby police department,mississippi,city agencies,http://www.cityofshelby.com/departments/police
sherman police department,mississippi,city agencies,https://www.usacops.com/ms/p38869/index.html
simpson county sheriff's office,mississippi,county agencies,http://simpsoncountyms.com/sheriffs-office/
smith county sheriff's office,mississippi,county agencies,https://www.visitsmithcountyms.org/smith-county-sheriffs-department.html
smithville police department,mississippi,city agencies,http://smithvillems.org/departments/police-department/
soso police department,mississippi,city agencies,"https://en.wikipedia.org/wiki/Soso,_Mississippi"
southaven police department,mississippi,city agencies,https://southaven.org/212/Police
starkville police department,mississippi,city agencies,https://www.cityofstarkville.org/127/Police-Department
stone county sheriff's office,mississippi,county agencies,http://www.stonecountygov.com/sheriff
stonewall police department,mississippi,city agencies,https://www.clarionledger.com/story/news/2015/07/15/marches-follow-stonewall-mans-death/30117933/
summit police department,mississippi,city agencies,http://www.summitms.org/police-department
sumrall police department,mississippi,city agencies,http://www.sumrallms.org/departments/police-department/
sunflower county sheriff's office,mississippi,county agencies,https://www.sunflowercounty.ms.gov/Officials/Pages/default.aspx
sunflower police department,mississippi,city agencies,https://www.enterprise-tocsin.com/front-page-slideshow-news/ousted-moorhead-chief-hired-lead-sunflower-pd
tallahatchie county sheriff's office,mississippi,county agencies,https://www.usacops.com/ms/s38921/index.html
tate county sheriff's office,mississippi,county agencies,http://www.tatecountysheriff.com/
taylorsville police department,mississippi,city agencies,https://www.visittvillems.org/police-department.html
tchula police department,mississippi,city agencies,https://mississippitoday.org/2016/12/31/police-chief-walks-tall-in-tchula/
tippah county sheriff's office,mississippi,county agencies,http://www.co.tippah.ms.us/sheriff
tishomingo county sheriff's office,mississippi,county agencies,https://www.tishso.org/
tunica county sheriff's office,mississippi,county agencies,https://www.tunicamssheriff.com/roster.php
tupelo airport authority police department,mississippi,other agencies,https://www.usacops.com/ms/p38804/index.html
tupelo police department,mississippi,city agencies,https://www.tupeloms.gov/departments/police-department
tutwiler police department,mississippi,city agencies,http://tutwilerms.com/departments/police.php
tylertown police department,mississippi,city agencies,https://www.co.walthall.ms.us/tylertown-police-department.html
union county sheriff's office,mississippi,county agencies,http://www.unioncoms.com/sheriff/
union police department,mississippi,city agencies,https://www.odmp.org/agency/3938-union-police-department-mississippi
university of mississippi medical center police department,mississippi,college and university agencies,https://www.umc.edu/UMMC/Campus-Police-and-Security/Campus-Police-and-Security-Home.html
university of mississippi police department,mississippi,college and university agencies,https://upd.olemiss.edu/
university of southern mississippi police department,mississippi,college and university agencies,https://www.usm.edu/police/index.php
university police department,mississippi,city agencies,https://upd.olemiss.edu/
vaiden police department,mississippi,city agencies,http://vaidenms.com/departments/police/
vicksburg police department,mississippi,city agencies,https://www.vicksburg.org/police
walls police department,mississippi,city agencies,https://townofwalls.com/departments/police/
walnut grove police department,mississippi,city agencies,https://walnutgrove-ms.com/police-department
walnut police department,mississippi,city agencies,https://www.usacops.com/ms/p38683/index.html
walthall county sheriff's office,mississippi,county agencies,https://www.co.walthall.ms.us/sheriff.html
warren county sheriff's office,mississippi,county agencies,https://co.warren.ms.us/sheriff/
washington county sheriff's office,mississippi,county agencies,http://www.washingtoncounty.ms/sheriff
water valley police department,mississippi,city agencies,https://www.wtva.com/content/news/Water-Valley--558625241.html
waveland police department,mississippi,city agencies,https://wavelandpolice.com/
wayne county sheriff's office,mississippi,county agencies,http://www.waynecoso.org/
waynesboro police department,mississippi,city agencies,http://waynesboroms.us/police.html
webster county sheriff's office,mississippi,county agencies,https://www.wtva.com/content/news/Two-more-sheriffs-employees-with-Webster-County-arrested-504348651.html
wesson police department,mississippi,city agencies,http://wessonms.org/
west point police department,mississippi,city agencies,http://www.claysheriffms.org/roster.php
wiggins police department,mississippi,city agencies,http://www.cityofwiggins.com/police_department.htm
wilkinson county sheriff's office,mississippi,county agencies,http://www.wilkinson.co.ms.gov/sheriff
winona police department,mississippi,city agencies,http://www.winonams.us/departments/departments.pl?action=category2&title=Police%20Department
winston county sheriff's office,mississippi,county agencies,http://www.winstonmssheriff.com/
woodville police department,mississippi,city agencies,http://www.woodvillems.org/our-town/departments/
yalobusha county sheriff's office,mississippi,county agencies,http://www.yalobushaonline.org/sheriff
yazoo city police department,mississippi,city agencies,http://www.cityofyazoocity.org/city-government/departments/police-department/
yazoo county sheriff's office,mississippi,county agencies,http://www.yazoocounty.net/sheriff
